,precision,recall,f1-score,N Predictions
blanket1,1.0,0.078125,0.14492753623188406,640
blanket2,0.18713043478260868,0.840625,0.30611664295874824,640
canvas1,0.9767441860465116,0.13125,0.23140495867768596,640
ceiling1,1.0,0.11875,0.2122905027932961,640
ceiling2,0.06705783738474434,1.0,0.12568735271013354,640
cushion1,1.0,0.1109375,0.19971870604781997,640
floor1,0.39713216957605985,0.9953125,0.5677361853832442,640
floor2,0.12269938650306748,0.0625,0.08281573498964803,640
grass1,0.8837209302325582,0.059375,0.11127379209370425,640
lentils1,0.7619047619047619,0.075,0.13655761024182075,640
linseeds1,0.0,0.0,0.0,640
oatmeal1,0.35714285714285715,0.0390625,0.07042253521126761,640
pearlsugar1,0.2238372093023256,0.1203125,0.15650406504065043,640
rice1,0.371900826446281,0.0703125,0.11826544021024966,640
rice2,0.0,0.0,0.0,640
rug1,0.15784982935153583,0.2890625,0.2041942604856512,640
sand1,0.8974358974358975,0.109375,0.19498607242339835,640
scarf1,1.0,0.0859375,0.15827338129496402,640
scarf2,1.0,0.9828125,0.9913317572892041,640
screen1,1.0,0.1078125,0.19464033850493653,640
seat1,1.0,0.1078125,0.19464033850493653,640
seat2,1.0,0.128125,0.2271468144044321,640
sesameseeds1,1.0,0.0765625,0.14223512336719885,640
stone1,0.5636363636363636,0.096875,0.16533333333333333,640
stone2,0.40131578947368424,0.0953125,0.15404040404040403,640
stone3,0.9466666666666667,0.1109375,0.19860139860139858,640
stoneslab1,0.8679245283018868,0.071875,0.13275613275613274,640
wall1,1.0,0.084375,0.15561959654178675,640
,Macro Average
precision,0.6494321312209933
recall,0.21601562500000002
f1-score,0.1991971433620689
support,17920.0
,Weighted Average
precision,0.6494321312209932
recall,0.216015625
f1-score,0.19919714336206892
support,17920.0
,
overall accuracy,0.216015625
