,precision,recall,f1-score,N Predictions
blanket1,0.17609274635751215,0.7025,0.28159839659275965,3200
blanket2,0.05889803673210893,0.0290625,0.0389202762084118,3200
canvas1,0.5174468085106383,0.19,0.27794285714285716,3200
ceiling1,0.022700119474313024,0.0059375,0.009412930393856824,3200
ceiling2,0.48819163292847506,0.4521875,0.46950032446463336,3200
cushion1,0.022377109317681585,0.0571875,0.032167340481631224,3200
floor1,0.508274231678487,0.2015625,0.2886551801297829,3200
floor2,0.06467773531584187,0.629375,0.11730102798567225,3200
grass1,0.1004162330905307,0.0603125,0.07536118703631395,3200
lentils1,0.05203468979319546,0.024375,0.033198552883592254,3200
linseeds1,0.01821983273596177,0.0190625,0.018631643249847285,3200
oatmeal1,0.04743997685854787,0.05125,0.04927144359321015,3200
pearlsugar1,0.07766990291262135,0.05,0.06083650190114068,3200
rice1,0.0026219192448872575,0.0015625,0.001958096729978461,3200
rice2,0.026831785345717233,0.008125,0.012473015111537538,3200
rug1,0.033630748112560054,0.0153125,0.021043590294180802,3200
sand1,0.055776892430278883,0.004375,0.008113590263691685,3200
scarf1,0.4655612244897959,0.1140625,0.18323293172690763,3200
scarf2,0.11833333333333333,0.0221875,0.03736842105263158,3200
screen1,0.7067530064754857,0.23875,0.35692595188040177,3200
seat1,0.6755952380952381,0.5675,0.6168478260869567,3200
seat2,0.5238095238095238,0.006875,0.013571869216533005,3200
sesameseeds1,0.052071346375143844,0.0565625,0.05422408627920911,3200
stone1,0.0462046204620462,0.004375,0.007993148729660293,3200
stone2,0.03508771929824561,0.0025,0.004667444574095682,3200
stone3,0.2147239263803681,0.0109375,0.020814748736247397,3200
stoneslab1,0.013550135501355014,0.0015625,0.002801905295601009,3200
wall1,0.5124635804467466,0.4946875,0.5034186675147083,3200
,Macro Average
precision,0.2013376448395229
recall,0.14364955357142858
f1-score,0.12850903412700182
support,89600.0
,Weighted Average
precision,0.20133764483952288
recall,0.14364955357142858
f1-score,0.12850903412700182
support,89600.0
,
overall accuracy,0.14364955357142858
