,precision,recall,f1-score,N Predictions
blanket1,0.006711409395973154,0.0003125,0.0005971931919976112,3200
blanket2,0.9784711388455538,0.98,0.9792349726775956,3200
canvas1,0.9314329738058552,0.3778125,0.5375722543352601,3200
ceiling1,0.11674946770759403,0.41125,0.18186843559977886,3200
ceiling2,1.0,1.0,1.0,3200
cushion1,0.9707112970711297,0.0725,0.13492294271590577,3200
floor1,0.9337613072658302,1.0,0.9657461898294855,3200
floor2,1.0,1.0,1.0,3200
grass1,0.7635506677140613,0.30375,0.4346076458752516,3200
lentils1,0.02808641975308642,0.0284375,0.02826086956521739,3200
linseeds1,0.578031538879826,0.3321875,0.4219091089501885,3200
oatmeal1,0.946236559139785,0.0275,0.05344670513209839,3200
pearlsugar1,0.10380907594639079,0.2759375,0.15086280539894073,3200
rice1,0.7256235827664399,1.0,0.8409986859395532,3200
rice2,0.17008660892738175,0.7978125,0.28039538714991763,3200
rug1,0.10815402038505097,0.0596875,0.07692307692307693,3200
sand1,0.5928853754940712,0.140625,0.22733013387218995,3200
scarf1,1.0,0.0059375,0.011804908356632495,3200
scarf2,0.9864130434782609,0.9075,0.9453125,3200
screen1,1.0,0.6821875,0.8110718929964703,3200
seat1,0.3389153820561162,0.955,0.5002864860440369,3200
seat2,0.40334755497210373,0.768125,0.5289434043468905,3200
sesameseeds1,0.9090909090909091,0.08125,0.1491681009753299,3200
stone1,0.0,0.0,0.0,3200
stone2,0.0,0.0,0.0,3200
stone3,0.0,0.0,0.0,3200
stoneslab1,0.4870792247534852,0.8953125,0.6309182999339352,3200
wall1,1.0,0.0903125,0.1656635139008312,3200
,Macro Average
precision,0.5742552699088895
recall,0.43547991071428566
f1-score,0.3949230540610923
support,89600.0
,Weighted Average
precision,0.5742552699088894
recall,0.4354799107142857
f1-score,0.39492305406109224
support,89600.0
,
overall accuracy,0.4354799107142857
