,precision,recall,f1-score,N Predictions
blanket1,0.982992125984252,0.9753125,0.9791372549019609,3200
blanket2,0.9848866498740554,0.9775,0.9811794228356336,3200
canvas1,1.0,0.9184375,0.9574849323994136,3200
ceiling1,1.0,1.0,1.0,3200
ceiling2,1.0,1.0,1.0,3200
cushion1,1.0,1.0,1.0,3200
floor1,1.0,1.0,1.0,3200
floor2,0.9334790755777639,0.9340625,0.9337706966572947,3200
grass1,0.8587479935794543,0.8359375,0.8471892319873318,3200
lentils1,0.836341008089608,0.84,0.8381665107577174,3200
linseeds1,0.908545298656759,0.9934375,0.9490968801313628,3200
oatmeal1,0.5954673084636983,0.9278125,0.7253848033227461,3200
pearlsugar1,0.9587757651467833,0.959375,0.9590752889721962,3200
rice1,0.9974739501105147,0.9871875,0.9923040678498507,3200
rice2,1.0,1.0,1.0,3200
rug1,0.9505747126436782,0.2584375,0.4063882063882064,3200
sand1,0.922289156626506,0.956875,0.9392638036809816,3200
scarf1,1.0,1.0,1.0,3200
scarf2,1.0,1.0,1.0,3200
screen1,1.0,1.0,1.0,3200
seat1,0.9944064636420137,1.0,0.9971953879713306,3200
seat2,1.0,1.0,1.0,3200
sesameseeds1,1.0,0.9884375,0.9941851327989942,3200
stone1,0.6998972250770812,0.85125,0.7681895093062605,3200
stone2,0.8048119281599457,0.7421875,0.7722321573727848,3200
stone3,0.938851142680667,0.95,0.9443926685305994,3200
stoneslab1,0.8767498478393183,0.9003125,0.8883749614554426,3200
wall1,0.9940382805145905,0.99,0.9920150305307656,3200
,Macro Average
precision,0.9370831404523818
recall,0.9280915178571428
f1-score,0.9237509267089598
support,89600.0
,Weighted Average
precision,0.9370831404523821
recall,0.9280915178571428
f1-score,0.9237509267089599
support,89600.0
,
overall accuracy,0.9280915178571428
