,precision,recall,f1-score,N Predictions
blanket1,0.8945327646374563,0.7209375,0.7984080290707736,3200
blanket2,0.9809428284854563,0.916875,0.9478274915199483,3200
canvas1,0.9471744471744472,0.96375,0.9553903345724907,3200
ceiling1,0.9698795180722891,0.6540625,0.7812616648002987,3200
ceiling2,1.0,1.0,1.0,3200
cushion1,0.9907670454545454,0.871875,0.9275265957446809,3200
floor1,1.0,1.0,1.0,3200
floor2,0.9931719428926132,1.0,0.9965742759265027,3200
grass1,0.749940119760479,0.9784375,0.8490847457627119,3200
lentils1,0.9052815364469664,0.648125,0.7554179566563467,3200
linseeds1,1.0,0.9815625,0.9906954739000158,3200
oatmeal1,0.9285714285714286,0.966875,0.9473361910593998,3200
pearlsugar1,0.6889386189258312,0.6734375,0.6810998735777497,3200
rice1,1.0,0.9971875,0.9985917696761071,3200
rice2,0.7623501900029231,0.815,0.7877964053768313,3200
rug1,0.7497139588100686,0.8190625,0.7828554360812424,3200
sand1,0.7276312546216416,0.9225,0.8135593220338982,3200
scarf1,0.9722772277227723,0.920625,0.9457463884430176,3200
scarf2,1.0,0.9771875,0.9884621463568832,3200
screen1,1.0,0.84,0.9130434782608696,3200
seat1,0.8464083175803403,0.5596875,0.6738148984198645,3200
seat2,0.4992894362861203,0.988125,0.6633798384558901,3200
sesameseeds1,0.956361401352182,0.9725,0.9643631856213202,3200
stone1,0.4320811539071168,0.851875,0.57335156167841,3200
stone2,0.3137535816618911,0.0684375,0.11236531554643406,3200
stone3,0.5625764370158989,0.43125,0.4882363346895454,3200
stoneslab1,0.7839586028460543,0.946875,0.8577494692144374,3200
wall1,0.8157260009647853,0.5284375,0.641380618243884,3200
,Macro Average
precision,0.8382617076140468
recall,0.821953125
f1-score,0.8155471000246269
support,89600.0
,Weighted Average
precision,0.8382617076140468
recall,0.821953125
f1-score,0.8155471000246268
support,89600.0
,
overall accuracy,0.821953125
