,precision,recall,f1-score,N Predictions
blanket1,0.09292720702116675,0.05625,0.07007981312049835,3200
blanket2,0.06908714954691966,0.355,0.11566461334826655,3200
canvas1,0.1795446061963419,0.1503125,0.16363327096444974,3200
ceiling1,0.1693774537296691,0.094375,0.1212121212121212,3200
ceiling2,0.07074761665830406,0.3965625,0.12007380422955008,3200
cushion1,0.060167555217060166,0.0740625,0.06639585376103097,3200
floor1,0.3145220141084894,0.4040625,0.3537135822732868,3200
floor2,0.061502406891309855,0.3034375,0.10227512112913419,3200
grass1,0.19310839913854988,0.2521875,0.2187288250440439,3200
lentils1,0.23976319684262457,0.151875,0.18595752821886358,3200
linseeds1,0.09666080843585237,0.0515625,0.06725086610963929,3200
oatmeal1,0.04205607476635514,0.0084375,0.01405517959396148,3200
pearlsugar1,0.06077348066298342,0.0103125,0.017632914774245258,3200
rice1,0.09407407407407407,0.0396875,0.05582417582417583,3200
rice2,0.12567098200189453,0.124375,0.12501963247997486,3200
rug1,0.0915915915915916,0.0190625,0.03155716502845318,3200
sand1,0.03803131991051454,0.0053125,0.009322731011790514,3200
scarf1,0.27712418300653596,0.06625,0.10693568726355612,3200
scarf2,0.49889746416758546,0.2828125,0.3609892301555644,3200
screen1,0.23452380952380952,0.123125,0.16147540983606556,3200
seat1,0.5232403718459495,0.123125,0.1993422716923855,3200
seat2,0.22108843537414966,0.0203125,0.03720663995420721,3200
sesameseeds1,0.6888888888888889,0.1840625,0.29050554870530204,3200
stone1,0.20491803278688525,0.015625,0.029036004645760744,3200
stone2,0.09905660377358491,0.0065625,0.0123094958968347,3200
stone3,0.06293706293706294,0.0028125,0.0053843852826802275,3200
stoneslab1,0.11316872427983539,0.034375,0.052732502396931925,3200
wall1,0.14546175188267935,0.1146875,0.12825441202166696,3200
,Macro Average
precision,0.181032545187881
recall,0.12395089285714286
f1-score,0.11509174235623007
support,89600.0
,Weighted Average
precision,0.181032545187881
recall,0.12395089285714286
f1-score,0.11509174235623003
support,89600.0
,
overall accuracy,0.12395089285714286
