,precision,recall,f1-score,N Predictions
blanket1,0.9852459016393442,0.1878125,0.31548556430446195,3200
blanket2,0.0,0.0,0.0,3200
canvas1,0.8282304099636741,0.9975,0.9050184292599944,3200
ceiling1,0.6854771784232365,0.258125,0.3750283768444949,3200
ceiling2,1.0,1.0,1.0,3200
cushion1,0.5743847874720358,0.9628125,0.7195235871088277,3200
floor1,1.0,0.6996875,0.8233131090273947,3200
floor2,0.9662747524752475,0.9759375,0.9710820895522388,3200
grass1,0.003105590062111801,0.000625,0.001040582726326743,3200
lentils1,0.16378859236002094,0.195625,0.17829678154371972,3200
linseeds1,0.16107112296773543,1.0,0.2774526379676594,3200
oatmeal1,0.014713343480466767,0.0090625,0.011216399149100753,3200
pearlsugar1,0.7134146341463414,0.2925,0.4148936170212766,3200
rice1,0.9698039215686275,0.7728125,0.8601739130434782,3200
rice2,0.54989933851021,0.5975,0.5727122959412909,3200
rug1,0.0635593220338983,0.0046875,0.008731082654249126,3200
sand1,0.2374304980480303,0.6271875,0.3444606539088647,3200
scarf1,0.0,0.0,0.0,3200
scarf2,0.0,0.0,0.0,3200
screen1,0.5944387229660144,0.901875,0.7165735567970205,3200
seat1,0.8017241379310345,0.0290625,0.056091676718938485,3200
seat2,0.47978870004593477,0.6528125,0.5530844585649988,3200
sesameseeds1,0.4401265250790782,0.60875,0.5108838185156045,3200
stone1,0.26346015793251976,0.3440625,0.2984144192980079,3200
stone2,0.6176271186440678,0.2846875,0.38973262032085565,3200
stone3,0.8755690440060698,0.1803125,0.29904120238403725,3200
stoneslab1,0.9968944099378882,0.8025,0.889196675900277,3200
wall1,0.2885865150284322,0.4440625,0.34982767109798135,3200
,Macro Average
precision,0.5098076687400722
recall,0.45821428571428574
f1-score,0.42290268641611073
support,89600.0
,Weighted Average
precision,0.5098076687400722
recall,0.45821428571428574
f1-score,0.4229026864161107
support,89600.0
,
overall accuracy,0.45821428571428574
